claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
CLM1365,81,M,1,38,144954,0,0,Own,33862,2022-10-12,Wednesday,Local,3,0,24,Online,0,5,Medium,9926,Red,26763,8132,2000,723,16,1,Y
CLM1366,47,F,0,46,54578,1,0,Rent,96486,2022-02-03,Thursday,Local,4,1,42,Online,0,13,Large,11364,Black,36349,9765,1500,1890,36,8,N
CLM1367,36,F,0,39,116837,0,1,Rent,98302,2022-12-01,Thursday,Local,0,0,19,Broker,0,8,Medium,46347,Blue,4121,1230,500,1415,87,13,N
CLM1368,39,M,1,59,136547,0,1,Rent,70380,2022-10-27,Thursday,Local,1,0,76,Broker,1,9,Medium,44560,Blue,47686,28335,1500,1670,94,2,N
CLM1369,78,F,1,32,66418,1,1,Rent,36206,2022-06-30,Thursday,Highway,1,1,58,Online,1,3,Compact,6161,Silver,36131,15633,2000,2387,16,13,Y
CLM1370,48,F,1,89,22176,1,1,Own,43654,2022-12-07,Wednesday,Parking Lot,3,0,70,Online,0,9,Large,49910,Black,25881,5869,500,1871,96,0,N
CLM1371,70,M,1,72,41889,1,0,Own,58899,2022-04-18,Monday,Local,2,0,25,Broker,0,10,Large,46777,Blue,47250,27495,2000,511,67,9,N
CLM1372,71,M,0,67,109904,1,0,Rent,39327,2022-11-12,Saturday,Highway,5,0,29,Online,1,3,Large,61997,Blue,37635,18226,1500,1277,60,9,Y
CLM1373,59,M,0,48,49092,1,1,Own,27653,2023-12-21,Thursday,Highway,4,1,21,Broker,0,8,Medium,64754,Blue,30978,14469,1000,2709,32,9,N
CLM1374,29,M,0,41,76392,1,0,Own,31067,2022-07-20,Wednesday,Highway,1,0,95,Phone,1,8,Large,74345,Red,23191,2642,2000,559,66,0,N
CLM1375,53,M,0,25,83477,0,0,Rent,23210,2023-01-21,Saturday,Parking Lot,0,1,77,Phone,1,1,Compact,12452,Blue,42486,23163,1000,2672,24,4,Y
CLM1376,35,F,1,89,89517,0,1,Own,31153,2022-05-08,Sunday,Local,1,0,75,Online,0,5,Medium,11135,Silver,6573,3006,1500,1943,22,13,N
CLM1377,78,M,1,57,88312,1,1,Rent,37564,2022-06-13,Monday,Parking Lot,3,1,17,Broker,1,5,Large,78922,Red,18046,1814,500,622,16,10,N
CLM1378,38,F,0,79,81158,1,0,Rent,44782,2023-12-19,Tuesday,Parking Lot,5,0,11,Online,0,0,Large,77684,Red,19748,5358,1500,2323,15,11,N
CLM1379,71,M,1,45,53377,0,1,Own,53116,2023-01-07,Saturday,Local,2,1,77,Broker,0,14,Large,5864,Silver,35036,15978,1500,1284,92,2,N
CLM1380,79,M,1,88,147775,0,0,Rent,76471,2022-09-08,Thursday,Parking Lot,3,0,34,Broker,0,4,Large,53924,Black,17709,8963,1000,2485,45,4,N
CLM1381,18,M,0,85,84427,1,0,Own,72047,2023-08-10,Thursday,Highway,5,0,87,Online,1,10,Medium,54052,White,15389,8260,500,2081,67,0,N
CLM1382,70,F,1,2,124272,1,1,Rent,17493,2022-01-08,Saturday,Local,4,0,50,Online,1,0,Large,52234,Black,48291,7927,1000,1998,76,3,N
CLM1383,56,M,1,5,36626,1,0,Rent,96005,2022-04-12,Tuesday,Local,2,0,44,Phone,0,10,Medium,57664,Blue,47165,11968,2000,2658,53,12,N
CLM1384,59,F,0,91,72975,0,0,Rent,33154,2022-01-26,Wednesday,Parking Lot,2,0,76,Phone,1,11,Medium,18331,Silver,21690,11196,1000,2982,12,6,N
CLM1385,43,F,0,43,147386,1,1,Rent,91418,2023-09-02,Saturday,Local,2,0,18,Phone,1,5,Compact,9837,Red,47448,19302,1500,2100,99,7,N
CLM1386,69,F,1,48,85911,1,1,Own,30746,2022-12-25,Sunday,Parking Lot,4,0,67,Online,0,8,Compact,78369,Silver,2893,1094,1000,2152,37,13,N
CLM1387,30,F,1,90,77724,0,0,Own,96133,2023-07-20,Thursday,Local,0,0,3,Broker,1,10,Large,43367,Black,15342,5018,1500,1961,87,12,Y
CLM1388,45,F,1,58,24633,1,0,Rent,27304,2022-02-23,Wednesday,Highway,4,0,82,Broker,0,0,Large,53291,Red,28405,5140,500,1297,92,0,Y
CLM1389,47,F,1,94,41164,1,1,Rent,24414,2023-09-14,Thursday,Parking Lot,0,1,50,Phone,0,5,Large,32241,White,31254,12758,1500,743,38,6,N
CLM1390,24,M,0,23,62832,1,1,Rent,38369,2022-06-18,Saturday,Parking Lot,1,1,9,Online,1,8,Compact,5390,Red,22999,8989,1500,1241,91,3,N
CLM1391,70,F,0,61,29121,0,1,Rent,11539,2023-10-06,Friday,Parking Lot,2,1,89,Broker,0,3,Compact,15310,Silver,46512,6944,1000,1419,83,3,N
CLM1392,60,F,1,28,140351,1,1,Rent,71816,2023-10-20,Friday,Local,3,1,28,Phone,1,2,Large,79286,Black,17122,5417,1000,2807,37,0,N
CLM1393,63,M,0,91,44495,0,1,Own,74550,2023-05-04,Thursday,Highway,3,0,29,Phone,0,13,Compact,39069,White,8370,4149,2000,2815,94,3,N
CLM1394,70,M,0,72,124700,1,0,Own,83984,2023-01-18,Wednesday,Local,1,0,89,Broker,1,6,Large,10209,Black,7533,3472,1000,2235,24,5,N
CLM1395,35,F,1,96,27933,0,0,Own,50696,2022-02-02,Wednesday,Highway,1,0,100,Online,1,11,Large,12797,Red,9346,2532,2000,1769,21,11,N
CLM1396,50,F,1,63,64148,0,0,Rent,34846,2023-11-23,Thursday,Parking Lot,4,1,43,Online,1,5,Large,23690,Red,49849,14536,1000,1944,58,0,N
CLM1397,28,M,1,69,61850,1,1,Rent,88545,2022-07-15,Friday,Local,0,0,97,Phone,0,12,Compact,22857,Blue,20627,11709,1000,1949,25,6,N
CLM1398,72,F,1,17,107902,1,0,Rent,38557,2023-11-10,Friday,Local,3,1,95,Broker,1,11,Large,47614,Blue,13720,5293,1000,928,22,4,N
CLM1399,59,M,1,54,126975,0,1,Rent,87242,2022-11-26,Saturday,Local,2,0,38,Broker,1,9,Large,5924,Black,27478,4711,1500,1277,92,12,N
CLM1400,23,M,1,13,137358,0,1,Rent,46133,2023-08-12,Saturday,Parking Lot,4,1,18,Phone,0,2,Compact,14095,Black,24047,12494,1000,839,47,3,Y
CLM1401,84,F,0,46,49831,1,1,Rent,67174,2022-01-16,Sunday,Parking Lot,4,1,66,Broker,1,8,Compact,58051,Black,7477,4335,500,1516,71,6,Y
CLM1402,58,M,0,23,64439,0,1,Rent,24308,2023-03-04,Saturday,Highway,0,1,9,Online,0,10,Compact,55383,White,10837,3545,1000,805,12,8,Y
CLM1403,43,M,1,79,141768,0,1,Rent,78472,2022-06-20,Monday,Local,5,1,68,Phone,1,10,Medium,32672,White,39417,22232,1500,2369,28,1,N
CLM1404,80,M,0,58,133755,0,1,Rent,28610,2022-02-25,Friday,Highway,2,1,31,Broker,0,14,Large,60432,Red,31951,13626,500,1313,98,2,N
CLM1405,23,M,0,81,124215,1,1,Own,42230,2023-08-29,Tuesday,Parking Lot,4,0,12,Broker,1,4,Medium,53664,White,46203,8756,1000,866,82,1,N
CLM1406,62,F,1,48,62814,1,1,Own,80219,2023-05-10,Wednesday,Parking Lot,4,0,54,Online,0,10,Large,26650,Red,29706,7796,1500,1537,45,11,Y
CLM1407,82,M,1,52,141770,0,0,Own,53894,2023-12-27,Wednesday,Highway,5,1,18,Phone,0,1,Compact,60371,Silver,21918,5179,500,2479,59,0,N
CLM1408,69,F,0,50,76356,0,0,Rent,24745,2023-09-03,Sunday,Parking Lot,1,0,98,Phone,0,7,Compact,24023,Black,46349,13968,2000,1866,54,5,Y
CLM1409,52,M,1,61,28876,0,0,Rent,70973,2022-08-24,Wednesday,Parking Lot,5,0,84,Online,0,9,Compact,33756,Red,7040,2143,1000,2169,23,2,N
CLM1410,60,F,1,24,21375,1,0,Own,32092,2023-05-06,Saturday,Parking Lot,1,1,86,Phone,0,14,Large,26398,White,35650,13730,2000,1989,88,2,N
CLM1411,68,F,1,43,41638,1,0,Own,11073,2023-03-08,Wednesday,Parking Lot,3,1,90,Phone,1,5,Large,34320,Blue,5340,2048,1000,795,45,12,N
CLM1412,37,M,0,93,129968,1,1,Rent,83755,2023-06-21,Wednesday,Parking Lot,1,1,40,Phone,0,5,Medium,56448,Blue,40932,19127,2000,2464,75,13,Y
CLM1413,20,M,0,100,103168,1,0,Rent,81186,2022-05-26,Thursday,Parking Lot,0,0,87,Online,1,12,Compact,55210,Blue,23499,5587,2000,1007,98,8,N
CLM1414,36,M,1,24,90354,1,1,Rent,66344,2023-06-12,Monday,Highway,5,0,72,Online,0,0,Compact,42344,Black,19255,3837,1000,1962,18,1,N
CLM1415,62,M,0,7,120372,0,1,Own,81289,2022-03-11,Friday,Highway,0,0,47,Online,1,10,Medium,71537,Red,48645,22252,1500,773,60,7,N
CLM1416,32,M,1,5,130782,0,0,Own,76727,2023-06-05,Monday,Highway,4,1,8,Broker,1,9,Medium,63755,White,28856,3176,1500,2412,52,4,N
CLM1417,37,F,1,80,29873,0,1,Own,92542,2023-08-28,Monday,Parking Lot,4,0,3,Phone,0,9,Compact,78324,Blue,16689,3407,500,1116,8,2,Y
CLM1418,26,M,0,95,135828,1,0,Own,69658,2023-09-03,Sunday,Parking Lot,4,0,41,Online,0,12,Medium,63531,Blue,13940,6098,2000,1597,73,3,N
CLM1419,73,M,1,61,37174,1,1,Own,52598,2023-05-02,Tuesday,Highway,4,0,22,Online,1,12,Medium,49237,Silver,1178,639,1000,1234,89,1,N
CLM1420,72,F,1,82,122892,1,1,Rent,82833,2023-10-27,Friday,Local,4,1,91,Online,1,9,Medium,33022,Black,2605,738,1000,1093,75,5,N
CLM1421,76,F,1,61,136178,1,1,Rent,10893,2023-01-02,Monday,Local,5,0,15,Online,0,7,Large,73968,Blue,36139,17980,500,2015,55,2,N
CLM1422,66,M,1,84,121221,0,1,Own,41186,2022-11-01,Tuesday,Highway,0,1,15,Broker,1,14,Medium,25711,Blue,21039,2970,1000,2077,17,12,N
CLM1423,44,M,0,11,30785,1,1,Own,82227,2023-06-02,Friday,Highway,1,1,86,Phone,0,5,Compact,68772,Silver,20581,5470,1500,2372,46,7,N
CLM1424,45,M,1,4,33386,0,0,Rent,64460,2022-03-19,Saturday,Local,2,0,89,Phone,0,4,Medium,26045,Silver,26783,5833,500,1326,72,2,N
CLM1425,76,F,0,72,35240,0,1,Rent,12716,2022-07-10,Sunday,Local,5,1,67,Broker,0,2,Medium,66826,Blue,21213,5379,500,2042,27,0,N
CLM1426,61,F,0,88,40008,1,0,Rent,80474,2022-10-25,Tuesday,Parking Lot,4,0,32,Phone,0,1,Compact,76139,White,35980,12792,2000,882,81,2,N
CLM1427,65,F,0,97,124450,0,1,Rent,43139,2023-11-18,Saturday,Local,5,0,98,Broker,1,3,Compact,45205,Red,34214,15492,500,1840,31,0,N
CLM1428,40,F,1,83,29265,0,1,Rent,80990,2022-03-20,Sunday,Parking Lot,5,0,26,Broker,1,14,Medium,42425,Black,44254,10412,2000,886,62,12,Y
CLM1429,78,F,0,33,111391,0,0,Own,25581,2022-01-01,Saturday,Local,1,1,61,Phone,0,14,Compact,67699,Red,27957,7605,2000,1605,71,12,Y
CLM1430,81,F,1,26,41029,0,1,Rent,93981,2023-01-27,Friday,Parking Lot,2,0,53,Phone,0,1,Large,18668,Blue,16960,6744,2000,839,85,12,N
CLM1431,52,M,1,17,26449,0,0,Own,29065,2022-05-08,Sunday,Parking Lot,0,1,42,Broker,0,0,Compact,67287,White,42401,5216,1000,1096,39,1,N
CLM1432,37,M,1,65,87087,0,1,Own,57922,2023-09-09,Saturday,Local,4,1,72,Phone,0,4,Large,71985,Black,25426,14175,1000,1962,29,5,N
CLM1433,35,M,1,72,43488,1,0,Own,10215,2022-05-12,Thursday,Local,3,0,81,Phone,0,10,Compact,39474,Silver,44066,18096,1000,2831,55,3,N
CLM1434,79,F,0,81,24897,1,0,Own,81537,2023-04-17,Monday,Local,0,1,12,Online,1,7,Compact,18329,White,36509,9880,1500,728,43,6,N
CLM1435,35,F,0,24,96981,1,0,Rent,73261,2023-12-09,Saturday,Local,2,0,70,Broker,0,7,Medium,70681,Red,14929,5691,500,969,65,3,N
CLM1436,69,M,0,30,72116,1,1,Rent,72894,2022-10-25,Tuesday,Local,2,0,55,Broker,1,2,Medium,43871,Silver,13197,7864,1500,740,24,6,N
CLM1437,80,F,0,58,61910,1,0,Rent,83531,2023-09-03,Sunday,Local,5,0,29,Online,1,12,Compact,23557,Black,29060,13620,1500,2484,31,13,Y
CLM1438,34,F,0,39,139181,0,1,Own,37094,2022-07-26,Tuesday,Local,5,0,55,Online,0,5,Large,33610,Silver,16927,4093,1500,2005,35,1,Y
CLM1439,69,F,0,86,80892,0,0,Own,45525,2022-11-17,Thursday,Highway,2,1,0,Online,0,10,Large,79219,Black,33634,17724,1000,2203,26,11,N
CLM1440,81,F,0,44,52016,0,0,Rent,71304,2023-11-30,Thursday,Highway,3,0,52,Phone,1,6,Large,72691,Silver,40725,23468,2000,1729,78,6,N
CLM1441,19,F,0,11,145361,0,0,Own,34700,2022-03-22,Tuesday,Highway,4,0,11,Online,1,5,Medium,10269,Blue,44880,18973,1000,937,58,5,N
CLM1442,23,M,0,46,96896,0,1,Own,80934,2023-06-19,Monday,Parking Lot,1,1,76,Broker,1,6,Medium,54178,Silver,7937,3709,1000,1047,55,10,N
CLM1443,78,F,1,3,136278,1,0,Own,89737,2023-09-01,Friday,Highway,5,0,79,Broker,1,13,Compact,45860,Silver,4225,2044,2000,2378,29,1,N
CLM1444,58,M,0,24,108646,0,0,Own,86290,2022-11-10,Thursday,Local,1,1,42,Online,1,6,Large,54768,Black,49128,18714,2000,1703,96,5,N
CLM1445,47,F,0,22,75421,1,1,Rent,82635,2022-07-28,Thursday,Parking Lot,0,0,73,Online,0,2,Large,10801,Red,15130,6375,500,555,80,8,N
CLM1446,79,M,1,28,102203,0,1,Own,81376,2023-05-09,Tuesday,Highway,2,1,57,Phone,1,1,Large,77902,Silver,27636,7502,2000,2991,22,9,Y
CLM1447,42,M,1,49,106442,1,0,Own,29572,2022-06-15,Wednesday,Local,0,1,44,Broker,0,7,Compact,37167,Blue,46421,11558,1000,1227,57,1,N
CLM1448,79,F,1,89,23720,1,1,Own,29267,2022-12-03,Saturday,Highway,0,1,49,Online,0,13,Large,66607,White,20385,9596,1500,1194,29,7,N
CLM1449,34,F,0,19,99401,0,0,Own,10495,2023-12-25,Monday,Parking Lot,4,1,44,Online,1,1,Compact,6552,Blue,36853,17686,2000,1234,4,1,N
CLM1450,64,M,1,10,97004,1,0,Own,66398,2022-06-04,Saturday,Local,3,0,100,Broker,0,6,Compact,42394,White,15259,5244,2000,1677,26,13,N
CLM1451,70,F,1,4,133089,1,1,Own,73456,2022-09-30,Friday,Highway,3,0,32,Broker,0,11,Medium,42040,Silver,28454,13161,500,1066,26,2,N
CLM1452,24,F,1,47,104269,1,0,Rent,49779,2023-02-12,Sunday,Highway,4,0,53,Online,1,13,Large,14344,Red,40472,4452,2000,1641,80,9,N
CLM1453,23,M,0,17,57011,0,1,Own,89183,2022-03-12,Saturday,Highway,0,0,77,Broker,0,10,Medium,50254,Silver,41096,19492,500,800,84,2,N
CLM1454,43,M,0,76,119841,1,1,Own,59549,2023-09-12,Tuesday,Highway,5,0,48,Phone,0,11,Compact,26209,Silver,42515,15637,1000,2251,98,11,Y
CLM1455,45,F,1,49,139779,0,0,Rent,52919,2023-08-01,Tuesday,Local,1,1,72,Phone,0,6,Large,63446,Blue,48894,14367,500,2851,2,3,N
CLM1456,63,F,1,4,115414,0,0,Rent,91163,2022-11-18,Friday,Local,3,1,77,Online,0,2,Medium,6996,Black,45387,7247,500,1023,52,10,N
CLM1457,68,M,0,72,90111,1,1,Rent,44565,2022-03-25,Friday,Parking Lot,2,1,52,Phone,1,10,Compact,27884,Blue,18199,5060,2000,642,64,2,N
CLM1458,40,F,1,54,56132,0,0,Rent,46110,2023-01-22,Sunday,Highway,4,0,69,Broker,0,0,Large,51233,White,38268,18139,1000,1388,11,5,N
CLM1459,52,F,1,15,44054,0,1,Rent,39709,2023-10-14,Saturday,Parking Lot,5,0,33,Broker,0,8,Medium,77201,Silver,46689,7035,1500,1462,62,2,N
CLM1460,21,M,1,43,132012,1,1,Own,40825,2022-03-26,Saturday,Highway,5,1,3,Phone,1,1,Medium,7244,Blue,33786,18964,500,1604,74,1,Y
CLM1461,68,M,0,12,138206,1,1,Rent,74952,2023-10-14,Saturday,Local,0,0,1,Online,0,7,Large,21121,Black,2674,449,2000,1239,10,4,N
CLM1462,25,F,1,37,43004,1,0,Rent,20492,2023-06-10,Saturday,Parking Lot,5,1,84,Online,0,5,Compact,25116,Blue,19667,5378,1500,2763,87,6,N
CLM1463,43,F,0,39,107333,0,1,Own,11269,2023-12-02,Saturday,Local,3,1,85,Online,0,11,Medium,43729,Blue,16734,2015,2000,2180,51,1,N
CLM1464,68,M,0,11,133783,1,1,Own,90583,2022-09-05,Monday,Local,5,1,84,Broker,1,8,Compact,35077,Silver,44046,15052,2000,1541,56,11,Y
CLM1465,65,F,0,43,71482,1,0,Own,64857,2022-04-20,Wednesday,Local,0,0,51,Broker,0,9,Large,51825,Blue,45825,15265,500,1237,57,3,N
CLM1466,48,F,0,65,28646,0,1,Rent,23543,2022-10-16,Sunday,Parking Lot,4,1,1,Phone,0,1,Compact,36406,Blue,24456,7254,1000,1095,35,2,N
CLM1467,35,M,0,89,26727,1,1,Own,60717,2023-11-15,Wednesday,Highway,4,1,9,Broker,0,6,Large,46136,Red,16577,8827,500,1442,13,7,N
CLM1468,59,M,1,20,124657,0,1,Own,31341,2022-10-02,Sunday,Local,1,0,22,Broker,1,10,Large,73416,Blue,22271,6894,1500,1516,8,1,N
CLM1469,22,F,0,27,107453,1,0,Own,37829,2022-01-13,Thursday,Local,2,0,28,Broker,0,2,Compact,73199,Blue,48801,17440,1500,1631,28,1,N
CLM1470,19,F,1,8,65337,0,1,Own,62311,2022-07-23,Saturday,Highway,5,0,59,Phone,1,8,Medium,64935,Red,44790,24182,500,2040,75,9,N
CLM1471,58,M,0,54,116621,1,0,Own,10654,2022-12-28,Wednesday,Local,3,0,31,Broker,1,2,Large,13446,Black,22646,4348,2000,2376,70,0,N
CLM1472,43,F,1,62,106436,1,0,Own,97892,2023-05-11,Thursday,Local,4,0,90,Broker,1,6,Compact,56660,Red,36450,7354,1500,688,68,7,N
CLM1473,70,F,1,26,100171,0,0,Own,30836,2022-09-13,Tuesday,Parking Lot,0,1,91,Phone,1,8,Compact,15763,Silver,4908,2731,1500,783,56,2,Y
CLM1474,75,F,1,79,92778,0,0,Rent,52025,2023-02-26,Sunday,Highway,3,1,52,Phone,1,0,Compact,33742,Silver,12831,5308,1500,1267,51,9,Y
CLM1475,32,M,0,39,38830,1,0,Rent,65044,2022-08-09,Tuesday,Parking Lot,2,0,53,Phone,1,2,Large,76051,Blue,42973,25417,2000,1347,36,8,N
CLM1476,53,M,0,68,135260,0,1,Rent,52292,2023-10-20,Friday,Highway,2,1,34,Broker,1,13,Large,13417,Blue,35765,10617,1500,928,50,11,Y
CLM1477,18,M,0,40,88447,0,1,Own,67104,2023-01-03,Tuesday,Parking Lot,2,1,90,Phone,0,7,Large,33333,Black,22673,9908,1500,1060,62,5,N
CLM1478,21,F,0,50,132698,0,1,Rent,10835,2022-07-18,Monday,Local,1,0,48,Broker,0,7,Compact,74351,Blue,3429,408,500,1426,40,2,N
CLM1479,72,M,0,89,106704,1,1,Rent,41099,2023-04-19,Wednesday,Parking Lot,0,1,76,Broker,0,14,Medium,45387,Silver,16823,5678,1500,1206,86,0,N
CLM1480,66,F,1,77,37718,1,0,Own,97508,2023-12-09,Saturday,Parking Lot,3,1,30,Broker,1,9,Compact,8317,Silver,45980,6028,500,2698,28,4,N
CLM1481,34,M,1,38,57196,0,1,Own,75938,2023-02-18,Saturday,Highway,4,1,17,Online,1,13,Medium,58309,Silver,28043,6980,2000,518,44,6,Y
CLM1482,51,F,1,67,59236,1,0,Own,14150,2022-02-11,Friday,Local,0,0,76,Broker,1,6,Large,49921,Red,14833,6746,1000,1967,51,4,Y
CLM1483,47,F,0,86,106064,0,0,Own,11168,2022-03-10,Thursday,Parking Lot,1,0,56,Broker,1,13,Medium,40294,Red,44827,18062,1000,2201,43,2,N
CLM1484,50,M,0,14,99693,1,1,Rent,47879,2023-09-01,Friday,Parking Lot,5,0,92,Phone,1,10,Medium,60390,Red,17645,9782,2000,1594,58,10,N
CLM1485,73,F,0,88,23443,0,1,Own,31395,2023-05-01,Monday,Parking Lot,5,1,24,Online,0,11,Medium,76260,Blue,29690,8980,1500,1716,3,9,N
CLM1486,57,F,1,68,111288,0,0,Rent,88462,2022-08-25,Thursday,Parking Lot,5,1,54,Broker,1,3,Medium,32307,White,31828,17022,1000,1707,55,6,N
CLM1487,83,F,1,20,42738,0,0,Own,84231,2022-04-28,Thursday,Local,1,0,41,Online,1,10,Medium,20123,White,36144,3870,1500,757,63,13,N
CLM1488,34,M,1,70,147398,1,1,Rent,97505,2023-01-08,Sunday,Local,5,1,70,Phone,1,0,Compact,76206,White,25099,3726,1500,2521,25,4,Y
CLM1489,46,F,0,74,136931,1,0,Own,61012,2022-05-26,Thursday,Parking Lot,1,1,56,Online,0,2,Large,63123,Red,47289,13500,500,843,75,2,Y
CLM1490,18,M,0,80,78655,1,1,Own,69643,2022-09-22,Thursday,Parking Lot,3,1,23,Phone,1,11,Compact,39812,White,37160,7199,1000,2656,1,9,N
CLM1491,76,M,1,97,74205,1,0,Rent,78475,2022-05-26,Thursday,Parking Lot,5,0,31,Phone,0,10,Medium,76387,White,17378,2949,1500,1488,82,11,Y
CLM1492,51,M,0,72,41411,0,1,Rent,60577,2023-05-23,Tuesday,Local,5,0,58,Online,1,14,Medium,40208,Black,44002,20200,1000,1778,51,2,N
CLM1493,31,F,0,93,145085,1,0,Own,84755,2022-06-16,Thursday,Highway,3,1,63,Phone,1,8,Large,24867,Red,19625,7124,1000,1673,31,6,N
CLM1494,55,F,1,56,56931,1,1,Own,34014,2022-03-29,Tuesday,Parking Lot,0,1,0,Broker,1,6,Large,10470,Red,31859,18295,1500,2143,50,9,N
CLM1495,29,M,0,19,51169,1,1,Rent,55641,2023-04-08,Saturday,Local,5,1,16,Phone,0,3,Large,38085,Blue,32528,14897,2000,2542,34,5,N
CLM1496,62,F,0,59,56018,0,1,Own,18061,2023-02-22,Wednesday,Local,3,0,14,Online,0,13,Compact,25805,White,8857,2734,2000,1939,67,2,Y
CLM1497,68,M,0,68,102428,1,1,Own,68031,2023-10-19,Thursday,Parking Lot,4,1,65,Phone,0,3,Compact,11743,White,38939,8051,500,824,96,9,Y
CLM1498,38,M,0,25,89093,0,0,Own,79123,2022-06-01,Wednesday,Parking Lot,2,0,98,Phone,0,2,Compact,63535,Black,34455,8904,1500,2002,56,11,Y
CLM1499,63,F,1,79,119468,0,1,Rent,73749,2023-02-24,Friday,Local,0,1,98,Phone,0,0,Compact,8832,Silver,33332,10152,500,1319,92,10,N
CLM1500,39,F,1,56,143714,1,0,Rent,18418,2023-03-20,Monday,Local,1,0,11,Phone,0,7,Large,68044,Black,15419,8108,2000,1536,41,8,N
CLM1501,29,M,1,14,144023,0,0,Rent,80601,2022-12-19,Monday,Highway,0,0,39,Phone,1,5,Compact,8407,White,34407,8165,500,758,5,9,N
CLM1502,73,M,1,11,56713,1,0,Rent,64387,2022-06-11,Saturday,Highway,2,0,71,Broker,1,14,Large,45522,Black,16596,5742,1500,1589,70,8,Y
CLM1503,37,F,0,58,88321,1,1,Rent,97985,2023-04-09,Sunday,Local,0,0,11,Online,0,6,Compact,55726,Red,49784,16306,2000,2873,23,10,N
CLM1504,55,M,1,3,122399,1,1,Rent,24549,2023-08-24,Thursday,Highway,3,0,92,Phone,1,7,Compact,29624,Red,39176,12896,1500,2680,18,5,Y
CLM1505,54,M,0,95,64786,0,1,Own,86425,2023-08-14,Monday,Local,1,1,47,Broker,1,11,Large,31639,White,18205,7145,2000,2897,13,8,N
CLM1506,70,M,0,46,104627,0,0,Own,83495,2022-07-08,Friday,Parking Lot,2,0,93,Phone,1,9,Compact,62241,Blue,11367,3664,1500,2082,53,10,N
CLM1507,70,F,1,16,52991,0,0,Rent,57663,2022-12-17,Saturday,Highway,2,1,8,Online,0,12,Large,42500,White,34785,9408,1000,1271,3,7,N
CLM1508,28,F,0,98,21893,0,0,Own,23753,2022-07-22,Friday,Parking Lot,2,0,96,Phone,0,4,Large,61030,Blue,18509,10879,500,1634,82,10,N
CLM1509,52,M,0,32,138171,0,0,Own,71720,2022-02-12,Saturday,Local,5,0,83,Phone,0,2,Medium,17161,White,21689,2865,500,1469,69,8,N
CLM1510,77,M,1,62,68542,0,0,Own,24345,2022-04-24,Sunday,Local,3,1,35,Online,1,5,Large,70584,White,20950,12282,1000,1188,3,9,N
CLM1511,78,F,0,86,23052,0,0,Rent,54377,2022-08-18,Thursday,Highway,3,0,25,Phone,0,7,Large,20620,Black,31461,13637,1500,1780,16,4,Y
CLM1512,64,M,1,96,86060,0,0,Own,19079,2022-07-27,Wednesday,Highway,2,1,20,Broker,0,1,Large,48162,White,4749,1664,500,857,46,8,N
CLM1513,25,M,0,98,32916,0,1,Rent,90703,2023-05-01,Monday,Parking Lot,4,1,71,Online,0,2,Compact,34685,Black,24380,11702,1500,1287,8,9,N
CLM1514,26,F,1,16,68733,0,0,Own,35993,2023-05-17,Wednesday,Parking Lot,3,0,83,Online,1,12,Medium,65277,White,42508,5462,1500,1930,41,7,Y
CLM1515,45,F,1,49,90309,0,0,Own,22446,2022-01-14,Friday,Highway,4,0,96,Online,1,8,Medium,26576,Blue,4320,1720,1000,715,77,9,Y
CLM1516,66,F,0,44,109051,1,0,Own,37867,2023-12-28,Thursday,Highway,4,0,4,Online,1,9,Large,49678,Black,43025,11885,1000,782,58,13,Y
CLM1517,44,M,0,2,101494,1,1,Own,98905,2023-03-02,Thursday,Local,3,1,24,Phone,1,5,Compact,70602,White,31725,12353,500,1064,66,9,N
CLM1518,19,M,0,77,65717,0,1,Own,37027,2022-04-13,Wednesday,Highway,3,0,64,Online,1,0,Medium,65624,Blue,39784,4635,1500,1248,94,8,N
CLM1519,63,F,0,56,95082,1,0,Own,80871,2023-05-07,Sunday,Local,4,0,25,Broker,0,12,Medium,64840,Red,6577,3153,1000,2007,80,7,Y
CLM1520,71,F,0,80,115119,0,1,Rent,76830,2023-12-06,Wednesday,Highway,1,1,67,Broker,0,10,Medium,27340,Red,19825,2005,1000,2005,41,9,Y
CLM1521,76,F,1,40,48930,0,1,Own,95707,2022-01-07,Friday,Parking Lot,0,1,25,Phone,0,0,Large,21559,Black,33334,6760,500,2418,71,3,N
CLM1522,53,M,1,33,25147,0,0,Rent,60508,2022-01-01,Saturday,Local,3,1,55,Broker,1,2,Compact,45733,Silver,19467,3347,1000,2252,80,9,N
CLM1523,68,M,0,23,40183,0,1,Rent,11132,2023-01-07,Saturday,Highway,4,1,52,Phone,1,3,Compact,43563,Red,27691,15558,1000,680,82,1,Y
CLM1524,35,M,1,23,120417,1,0,Own,11044,2023-09-04,Monday,Parking Lot,3,0,46,Phone,0,6,Compact,71844,Red,22301,4150,500,1284,80,11,N
CLM1525,66,F,1,3,42259,1,0,Rent,30655,2022-08-26,Friday,Local,5,0,58,Broker,0,0,Medium,26602,Red,21409,9491,1000,2503,2,2,Y
