claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
CLM1361,81,F,0,3,67947.0,0,0,Own,57224,2022-02-23,Wednesday,Parking Lot,2,0,74,Broker,0,0,Medium,60026.0,Black,9378.0,3672.0,500,2809.0,57,11,Y
CLM1362,65,M,1,43,36459.0,0,1,Own,42443,2022-11-29,Tuesday,Parking Lot,3,1,1,Broker,0,9,Large,9922.0,Blue,5686.0,1340.0,2000,2402.0,46,7,N
CLM1363,30,F,0,44,85552.0,0,1,Own,56142,2022-09-10,Saturday,Parking Lot,0,0,35,Online,1,4,Compact,30095.0,Silver,39724.0,5758.0,2000,1129.0,93,11,Y
CLM1364,40,M,0,17,140589.0,1,1,Own,76630,2022-06-29,Wednesday,Highway,3,0,36,Broker,1,12,Compact,74518.0,Blue,46283.0,20684.0,500,1959.0,19,12,N
CLM1365,81,M,1,38,144954.0,0,0,Own,33862,2022-10-12,Wednesday,Local,3,0,24,Online,0,5,Medium,9926.0,Red,26763.0,8132.0,2000,723.0,16,1,Y
CLM1366,47,F,0,46,54578.0,1,0,Rent,96486,2022-02-03,Thursday,Local,4,1,42,Online,0,13,Large,11364.0,Black,36349.0,9765.0,1500,1890.0,36,8,N
CLM1367,36,F,0,39,116837.0,0,1,Rent,98302,2022-12-01,Thursday,Local,0,0,19,Broker,0,8,Medium,46347.0,Blue,4121.0,1230.0,500,1415.0,87,13,N
CLM1368,39,M,1,59,136547.0,0,1,Rent,70380,2022-10-27,Thursday,Local,1,0,76,Broker,1,9,Medium,44560.0,Blue,47686.0,27097.625,1500,1670.0,94,2,N
CLM1369,78,F,1,32,66418.0,1,1,Rent,36206,2022-06-30,Thursday,Highway,1,1,58,Online,1,3,Compact,6161.0,Silver,36131.0,15633.0,2000,2387.0,16,13,Y
CLM1370,48,F,1,89,22176.0,1,1,Own,43654,2022-12-07,Wednesday,Parking Lot,3,0,70,Online,0,9,Large,49910.0,Black,25881.0,5869.0,500,1871.0,96,0,N
CLM1371,70,M,1,72,41889.0,1,0,Own,58899,2022-04-18,Monday,Local,2,0,25,Broker,0,10,Large,46777.0,Blue,47250.0,27097.625,2000,511.0,67,9,N
CLM1372,71,M,0,67,109904.0,1,0,Rent,39327,2022-11-12,Saturday,Highway,5,0,29,Online,1,3,Large,61997.0,Blue,37635.0,18226.0,1500,1277.0,60,9,Y
CLM1373,59,M,0,48,49092.0,1,1,Own,27653,2023-12-21,Thursday,Highway,4,1,21,Broker,0,8,Medium,64754.0,Blue,30978.0,14469.0,1000,2709.0,32,9,N
CLM1374,29,M,0,41,76392.0,1,0,Own,31067,2022-07-20,Wednesday,Highway,1,0,95,Phone,1,8,Large,74345.0,Red,23191.0,2642.0,2000,559.0,66,0,N
CLM1375,53,M,0,25,83477.0,0,0,Rent,23210,2023-01-21,Saturday,Parking Lot,0,1,77,Phone,1,1,Compact,12452.0,Blue,42486.0,23163.0,1000,2672.0,24,4,Y
CLM1376,35,F,1,89,89517.0,0,1,Own,31153,2022-05-08,Sunday,Local,1,0,75,Online,0,5,Medium,11135.0,Silver,6573.0,3006.0,1500,1943.0,22,13,N
CLM1377,78,M,1,57,88312.0,1,1,Rent,37564,2022-06-13,Monday,Parking Lot,3,1,17,Broker,1,5,Large,78922.0,Red,18046.0,1814.0,500,622.0,16,10,N
CLM1378,38,F,0,79,81158.0,1,0,Rent,44782,2023-12-19,Tuesday,Parking Lot,5,0,11,Online,0,0,Large,77684.0,Red,19748.0,5358.0,1500,2323.0,15,11,N
CLM1379,71,M,1,45,53377.0,0,1,Own,53116,2023-01-07,Saturday,Local,2,1,77,Broker,0,14,Large,5864.0,Silver,35036.0,15978.0,1500,1284.0,92,2,N
CLM1380,79,M,1,88,147775.0,0,0,Rent,76471,2022-09-08,Thursday,Parking Lot,3,0,34,Broker,0,4,Large,53924.0,Black,17709.0,8963.0,1000,2485.0,45,4,N
CLM1381,18,M,0,85,84427.0,1,0,Own,72047,2023-08-10,Thursday,Highway,5,0,87,Online,1,10,Medium,54052.0,White,15389.0,8260.0,500,2081.0,67,0,N
CLM1382,70,F,1,2,124272.0,1,1,Rent,17493,2022-01-08,Saturday,Local,4,0,50,Online,1,0,Large,52234.0,Black,48291.0,7927.0,1000,1998.0,76,3,N
CLM1383,56,M,1,5,36626.0,1,0,Rent,96005,2022-04-12,Tuesday,Local,2,0,44,Phone,0,10,Medium,57664.0,Blue,47165.0,11968.0,2000,2658.0,53,12,N
CLM1384,59,F,0,91,72975.0,0,0,Rent,33154,2022-01-26,Wednesday,Parking Lot,2,0,76,Phone,1,11,Medium,18331.0,Silver,21690.0,11196.0,1000,2982.0,12,6,N
CLM1385,43,F,0,43,147386.0,1,1,Rent,91418,2023-09-02,Saturday,Local,2,0,18,Phone,1,5,Compact,9837.0,Red,47448.0,19302.0,1500,2100.0,99,7,N
CLM1386,69,F,1,48,85911.0,1,1,Own,30746,2022-12-25,Sunday,Parking Lot,4,0,67,Online,0,8,Compact,78369.0,Silver,2893.0,1094.0,1000,2152.0,37,13,N
CLM1387,30,F,1,90,77724.0,0,0,Own,96133,2023-07-20,Thursday,Local,0,0,3,Broker,1,10,Large,43367.0,Black,15342.0,5018.0,1500,1961.0,87,12,Y
CLM1388,45,F,1,58,24633.0,1,0,Rent,27304,2022-02-23,Wednesday,Highway,4,0,82,Broker,0,0,Large,53291.0,Red,28405.0,5140.0,500,1297.0,92,0,Y
CLM1389,47,F,1,94,41164.0,1,1,Rent,24414,2023-09-14,Thursday,Parking Lot,0,1,50,Phone,0,5,Large,32241.0,White,31254.0,12758.0,1500,743.0,38,6,N
CLM1390,24,M,0,23,62832.0,1,1,Rent,38369,2022-06-18,Saturday,Parking Lot,1,1,9,Online,1,8,Compact,5390.0,Red,22999.0,8989.0,1500,1241.0,91,3,N
CLM1391,70,F,0,61,29121.0,0,1,Rent,11539,2023-10-06,Friday,Parking Lot,2,1,89,Broker,0,3,Compact,15310.0,Silver,46512.0,6944.0,1000,1419.0,83,3,N
CLM1392,60,F,1,28,140351.0,1,1,Rent,71816,2023-10-20,Friday,Local,3,1,28,Phone,1,2,Large,79286.0,Black,17122.0,5417.0,1000,2807.0,37,0,N
CLM1393,63,M,0,91,44495.0,0,1,Own,74550,2023-05-04,Thursday,Highway,3,0,29,Phone,0,13,Compact,39069.0,White,8370.0,4149.0,2000,2815.0,94,3,N
CLM1394,70,M,0,72,124700.0,1,0,Own,83984,2023-01-18,Wednesday,Local,1,0,89,Broker,1,6,Large,10209.0,Black,7533.0,3472.0,1000,2235.0,24,5,N
CLM1395,35,F,1,96,27933.0,0,0,Own,50696,2022-02-02,Wednesday,Highway,1,0,100,Online,1,11,Large,12797.0,Red,9346.0,2532.0,2000,1769.0,21,11,N
CLM1396,50,F,1,63,64148.0,0,0,Rent,34846,2023-11-23,Thursday,Parking Lot,4,1,43,Online,1,5,Large,23690.0,Red,49849.0,14536.0,1000,1944.0,58,0,N
CLM1397,28,M,1,69,61850.0,1,1,Rent,88545,2022-07-15,Friday,Local,0,0,97,Phone,0,12,Compact,22857.0,Blue,20627.0,11709.0,1000,1949.0,25,6,N
CLM1398,72,F,1,17,107902.0,1,0,Rent,38557,2023-11-10,Friday,Local,3,1,95,Broker,1,11,Large,47614.0,Blue,13720.0,5293.0,1000,928.0,22,4,N
CLM1399,59,M,1,54,126975.0,0,1,Rent,87242,2022-11-26,Saturday,Local,2,0,38,Broker,1,9,Large,5924.0,Black,27478.0,4711.0,1500,1277.0,92,12,N
CLM1400,23,M,1,13,137358.0,0,1,Rent,46133,2023-08-12,Saturday,Parking Lot,4,1,18,Phone,0,2,Compact,14095.0,Black,24047.0,12494.0,1000,839.0,47,3,Y
CLM1401,84,F,0,46,49831.0,1,1,Rent,67174,2022-01-16,Sunday,Parking Lot,4,1,66,Broker,1,8,Compact,58051.0,Black,7477.0,4335.0,500,1516.0,71,6,Y
CLM1402,58,M,0,23,64439.0,0,1,Rent,24308,2023-03-04,Saturday,Highway,0,1,9,Online,0,10,Compact,55383.0,White,10837.0,3545.0,1000,805.0,12,8,Y
CLM1403,43,M,1,79,141768.0,0,1,Rent,78472,2022-06-20,Monday,Local,5,1,68,Phone,1,10,Medium,32672.0,White,39417.0,22232.0,1500,2369.0,28,1,N
CLM1404,80,M,0,58,133755.0,0,1,Rent,28610,2022-02-25,Friday,Highway,2,1,31,Broker,0,14,Large,60432.0,Red,31951.0,13626.0,500,1313.0,98,2,N
CLM1405,23,M,0,81,124215.0,1,1,Own,42230,2023-08-29,Tuesday,Parking Lot,4,0,12,Broker,1,4,Medium,53664.0,White,46203.0,8756.0,1000,866.0,82,1,N
CLM1406,62,F,1,48,62814.0,1,1,Own,80219,2023-05-10,Wednesday,Parking Lot,4,0,54,Online,0,10,Large,26650.0,Red,29706.0,7796.0,1500,1537.0,45,11,Y
CLM1407,82,M,1,52,141770.0,0,0,Own,53894,2023-12-27,Wednesday,Highway,5,1,18,Phone,0,1,Compact,60371.0,Silver,21918.0,5179.0,500,2479.0,59,0,N
CLM1408,69,F,0,50,76356.0,0,0,Rent,24745,2023-09-03,Sunday,Parking Lot,1,0,98,Phone,0,7,Compact,24023.0,Black,46349.0,13968.0,2000,1866.0,54,5,Y
CLM1409,52,M,1,61,28876.0,0,0,Rent,70973,2022-08-24,Wednesday,Parking Lot,5,0,84,Online,0,9,Compact,33756.0,Red,7040.0,2143.0,1000,2169.0,23,2,N
CLM1410,60,F,1,24,21375.0,1,0,Own,32092,2023-05-06,Saturday,Parking Lot,1,1,86,Phone,0,14,Large,26398.0,White,35650.0,13730.0,2000,1989.0,88,2,N
CLM1411,68,F,1,43,41638.0,1,0,Own,11073,2023-03-08,Wednesday,Parking Lot,3,1,90,Phone,1,5,Large,34320.0,Blue,5340.0,2048.0,1000,795.0,45,12,N
CLM1412,37,M,0,93,129968.0,1,1,Rent,83755,2023-06-21,Wednesday,Parking Lot,1,1,40,Phone,0,5,Medium,56448.0,Blue,40932.0,19127.0,2000,2464.0,75,13,Y
CLM1413,20,M,0,100,103168.0,1,0,Rent,81186,2022-05-26,Thursday,Parking Lot,0,0,87,Online,1,12,Compact,55210.0,Blue,23499.0,5587.0,2000,1007.0,98,8,N
CLM1414,36,M,1,24,90354.0,1,1,Rent,66344,2023-06-12,Monday,Highway,5,0,72,Online,0,0,Compact,42344.0,Black,19255.0,3837.0,1000,1962.0,18,1,N
CLM1415,62,M,0,7,120372.0,0,1,Own,81289,2022-03-11,Friday,Highway,0,0,47,Online,1,10,Medium,71537.0,Red,48645.0,22252.0,1500,773.0,60,7,N
CLM1416,32,M,1,5,130782.0,0,0,Own,76727,2023-06-05,Monday,Highway,4,1,8,Broker,1,9,Medium,63755.0,White,28856.0,3176.0,1500,2412.0,52,4,N
CLM1417,37,F,1,80,29873.0,0,1,Own,92542,2023-08-28,Monday,Parking Lot,4,0,3,Phone,0,9,Compact,78324.0,Blue,16689.0,3407.0,500,1116.0,8,2,Y
CLM1418,26,M,0,95,135828.0,1,0,Own,69658,2023-09-03,Sunday,Parking Lot,4,0,41,Online,0,12,Medium,63531.0,Blue,13940.0,6098.0,2000,1597.0,73,3,N
CLM1419,73,M,1,61,37174.0,1,1,Own,52598,2023-05-02,Tuesday,Highway,4,0,22,Online,1,12,Medium,49237.0,Silver,1178.0,639.0,1000,1234.0,89,1,N
CLM1420,72,F,1,82,122892.0,1,1,Rent,82833,2023-10-27,Friday,Local,4,1,91,Online,1,9,Medium,33022.0,Black,2605.0,738.0,1000,1093.0,75,5,N
CLM1421,76,F,1,61,136178.0,1,1,Rent,10893,2023-01-02,Monday,Local,5,0,15,Online,0,7,Large,73968.0,Blue,36139.0,17980.0,500,2015.0,55,2,N
CLM1422,66,M,1,84,121221.0,0,1,Own,41186,2022-11-01,Tuesday,Highway,0,1,15,Broker,1,14,Medium,25711.0,Blue,21039.0,2970.0,1000,2077.0,17,12,N
CLM1423,44,M,0,11,30785.0,1,1,Own,82227,2023-06-02,Friday,Highway,1,1,86,Phone,0,5,Compact,68772.0,Silver,20581.0,5470.0,1500,2372.0,46,7,N
CLM1424,45,M,1,4,33386.0,0,0,Rent,64460,2022-03-19,Saturday,Local,2,0,89,Phone,0,4,Medium,26045.0,Silver,26783.0,5833.0,500,1326.0,72,2,N
CLM1425,76,F,0,72,35240.0,0,1,Rent,12716,2022-07-10,Sunday,Local,5,1,67,Broker,0,2,Medium,66826.0,Blue,21213.0,5379.0,500,2042.0,27,0,N
CLM1426,61,F,0,88,40008.0,1,0,Rent,80474,2022-10-25,Tuesday,Parking Lot,4,0,32,Phone,0,1,Compact,76139.0,White,35980.0,12792.0,2000,882.0,81,2,N
CLM1427,65,F,0,97,124450.0,0,1,Rent,43139,2023-11-18,Saturday,Local,5,0,98,Broker,1,3,Compact,45205.0,Red,34214.0,15492.0,500,1840.0,31,0,N
CLM1428,40,F,1,83,29265.0,0,1,Rent,80990,2022-03-20,Sunday,Parking Lot,5,0,26,Broker,1,14,Medium,42425.0,Black,44254.0,10412.0,2000,886.0,62,12,Y
CLM1429,78,F,0,33,111391.0,0,0,Own,25581,2022-01-01,Saturday,Local,1,1,61,Phone,0,14,Compact,67699.0,Red,27957.0,7605.0,2000,1605.0,71,12,Y
CLM1430,81,F,1,26,41029.0,0,1,Rent,93981,2023-01-27,Friday,Parking Lot,2,0,53,Phone,0,1,Large,18668.0,Blue,16960.0,6744.0,2000,839.0,85,12,N
CLM1431,52,M,1,17,26449.0,0,0,Own,29065,2022-05-08,Sunday,Parking Lot,0,1,42,Broker,0,0,Compact,67287.0,White,42401.0,5216.0,1000,1096.0,39,1,N
CLM1432,37,M,1,65,87087.0,0,1,Own,57922,2023-09-09,Saturday,Local,4,1,72,Phone,0,4,Large,71985.0,Black,25426.0,14175.0,1000,1962.0,29,5,N
CLM1433,35,M,1,72,43488.0,1,0,Own,10215,2022-05-12,Thursday,Local,3,0,81,Phone,0,10,Compact,39474.0,Silver,44066.0,18096.0,1000,2831.0,55,3,N
CLM1434,79,F,0,81,24897.0,1,0,Own,81537,2023-04-17,Monday,Local,0,1,12,Online,1,7,Compact,18329.0,White,36509.0,9880.0,1500,728.0,43,6,N
CLM1435,35,F,0,24,96981.0,1,0,Rent,73261,2023-12-09,Saturday,Local,2,0,70,Broker,0,7,Medium,70681.0,Red,14929.0,5691.0,500,969.0,65,3,N
CLM1436,69,M,0,30,72116.0,1,1,Rent,72894,2022-10-25,Tuesday,Local,2,0,55,Broker,1,2,Medium,43871.0,Silver,13197.0,7864.0,1500,740.0,24,6,N
CLM1437,80,F,0,58,61910.0,1,0,Rent,83531,2023-09-03,Sunday,Local,5,0,29,Online,1,12,Compact,23557.0,Black,29060.0,13620.0,1500,2484.0,31,13,Y
CLM1438,34,F,0,39,139181.0,0,1,Own,37094,2022-07-26,Tuesday,Local,5,0,55,Online,0,5,Large,33610.0,Silver,16927.0,4093.0,1500,2005.0,35,1,Y
CLM1439,69,F,0,86,80892.0,0,0,Own,45525,2022-11-17,Thursday,Highway,2,1,0,Online,0,10,Large,79219.0,Black,33634.0,17724.0,1000,2203.0,26,11,N
CLM1440,81,F,0,44,52016.0,0,0,Rent,71304,2023-11-30,Thursday,Highway,3,0,52,Phone,1,6,Large,72691.0,Silver,40725.0,23468.0,2000,1729.0,78,6,N
CLM1441,19,F,0,11,145361.0,0,0,Own,34700,2022-03-22,Tuesday,Highway,4,0,11,Online,1,5,Medium,10269.0,Blue,44880.0,18973.0,1000,937.0,58,5,N
CLM1442,23,M,0,46,96896.0,0,1,Own,80934,2023-06-19,Monday,Parking Lot,1,1,76,Broker,1,6,Medium,54178.0,Silver,7937.0,3709.0,1000,1047.0,55,10,N
CLM1443,78,F,1,3,136278.0,1,0,Own,89737,2023-09-01,Friday,Highway,5,0,79,Broker,1,13,Compact,45860.0,Silver,4225.0,2044.0,2000,2378.0,29,1,N
CLM1444,58,M,0,24,108646.0,0,0,Own,86290,2022-11-10,Thursday,Local,1,1,42,Online,1,6,Large,54768.0,Black,49128.0,18714.0,2000,1703.0,96,5,N
CLM1445,47,F,0,22,75421.0,1,1,Rent,82635,2022-07-28,Thursday,Parking Lot,0,0,73,Online,0,2,Large,10801.0,Red,15130.0,6375.0,500,555.0,80,8,N
CLM1446,79,M,1,28,102203.0,0,1,Own,81376,2023-05-09,Tuesday,Highway,2,1,57,Phone,1,1,Large,77902.0,Silver,27636.0,7502.0,2000,2991.0,22,9,Y
CLM1447,42,M,1,49,106442.0,1,0,Own,29572,2022-06-15,Wednesday,Local,0,1,44,Broker,0,7,Compact,37167.0,Blue,46421.0,11558.0,1000,1227.0,57,1,N
CLM1448,79,F,1,89,23720.0,1,1,Own,29267,2022-12-03,Saturday,Highway,0,1,49,Online,0,13,Large,66607.0,White,20385.0,9596.0,1500,1194.0,29,7,N
CLM1449,34,F,0,19,99401.0,0,0,Own,10495,2023-12-25,Monday,Parking Lot,4,1,44,Online,1,1,Compact,6552.0,Blue,36853.0,17686.0,2000,1234.0,4,1,N
CLM1450,64,M,1,10,97004.0,1,0,Own,66398,2022-06-04,Saturday,Local,3,0,100,Broker,0,6,Compact,42394.0,White,15259.0,5244.0,2000,1677.0,26,13,N
CLM1451,70,F,1,4,133089.0,1,1,Own,73456,2022-09-30,Friday,Highway,3,0,32,Broker,0,11,Medium,42040.0,Silver,28454.0,13161.0,500,1066.0,26,2,N
CLM1452,24,F,1,47,104269.0,1,0,Rent,49779,2023-02-12,Sunday,Highway,4,0,53,Online,1,13,Large,14344.0,Red,40472.0,4452.0,2000,1641.0,80,9,N
CLM1453,23,M,0,17,57011.0,0,1,Own,89183,2022-03-12,Saturday,Highway,0,0,77,Broker,0,10,Medium,50254.0,Silver,41096.0,19492.0,500,800.0,84,2,N
CLM1454,43,M,0,76,119841.0,1,1,Own,59549,2023-09-12,Tuesday,Highway,5,0,48,Phone,0,11,Compact,26209.0,Silver,42515.0,15637.0,1000,2251.0,98,11,Y
CLM1455,45,F,1,49,139779.0,0,0,Rent,52919,2023-08-01,Tuesday,Local,1,1,72,Phone,0,6,Large,63446.0,Blue,48894.0,14367.0,500,2851.0,2,3,N
CLM1456,63,F,1,4,115414.0,0,0,Rent,91163,2022-11-18,Friday,Local,3,1,77,Online,0,2,Medium,6996.0,Black,45387.0,7247.0,500,1023.0,52,10,N
CLM1457,68,M,0,72,90111.0,1,1,Rent,44565,2022-03-25,Friday,Parking Lot,2,1,52,Phone,1,10,Compact,27884.0,Blue,18199.0,5060.0,2000,642.0,64,2,N
CLM1458,40,F,1,54,56132.0,0,0,Rent,46110,2023-01-22,Sunday,Highway,4,0,69,Broker,0,0,Large,51233.0,White,38268.0,18139.0,1000,1388.0,11,5,N
CLM1459,52,F,1,15,44054.0,0,1,Rent,39709,2023-10-14,Saturday,Parking Lot,5,0,33,Broker,0,8,Medium,77201.0,Silver,46689.0,7035.0,1500,1462.0,62,2,N
CLM1460,21,M,1,43,132012.0,1,1,Own,40825,2022-03-26,Saturday,Highway,5,1,3,Phone,1,1,Medium,7244.0,Blue,33786.0,18964.0,500,1604.0,74,1,Y
CLM1461,68,M,0,12,138206.0,1,1,Rent,74952,2023-10-14,Saturday,Local,0,0,1,Online,0,7,Large,21121.0,Black,2674.0,449.0,2000,1239.0,10,4,N
CLM1462,25,F,1,37,43004.0,1,0,Rent,20492,2023-06-10,Saturday,Parking Lot,5,1,84,Online,0,5,Compact,25116.0,Blue,19667.0,5378.0,1500,2763.0,87,6,N
CLM1463,43,F,0,39,107333.0,0,1,Own,11269,2023-12-02,Saturday,Local,3,1,85,Online,0,11,Medium,43729.0,Blue,16734.0,2015.0,2000,2180.0,51,1,N
CLM1464,68,M,0,11,133783.0,1,1,Own,90583,2022-09-05,Monday,Local,5,1,84,Broker,1,8,Compact,35077.0,Silver,44046.0,15052.0,2000,1541.0,56,11,Y
CLM1465,65,F,0,43,71482.0,1,0,Own,64857,2022-04-20,Wednesday,Local,0,0,51,Broker,0,9,Large,51825.0,Blue,45825.0,15265.0,500,1237.0,57,3,N
CLM1466,48,F,0,65,28646.0,0,1,Rent,23543,2022-10-16,Sunday,Parking Lot,4,1,1,Phone,0,1,Compact,36406.0,Blue,24456.0,7254.0,1000,1095.0,35,2,N
CLM1467,35,M,0,89,26727.0,1,1,Own,60717,2023-11-15,Wednesday,Highway,4,1,9,Broker,0,6,Large,46136.0,Red,16577.0,8827.0,500,1442.0,13,7,N
CLM1468,59,M,1,20,124657.0,0,1,Own,31341,2022-10-02,Sunday,Local,1,0,22,Broker,1,10,Large,73416.0,Blue,22271.0,6894.0,1500,1516.0,8,1,N
CLM1469,22,F,0,27,107453.0,1,0,Own,37829,2022-01-13,Thursday,Local,2,0,28,Broker,0,2,Compact,73199.0,Blue,48801.0,17440.0,1500,1631.0,28,1,N
CLM1470,19,F,1,8,65337.0,0,1,Own,62311,2022-07-23,Saturday,Highway,5,0,59,Phone,1,8,Medium,64935.0,Red,44790.0,24182.0,500,2040.0,75,9,N
CLM1471,58,M,0,54,116621.0,1,0,Own,10654,2022-12-28,Wednesday,Local,3,0,31,Broker,1,2,Large,13446.0,Black,22646.0,4348.0,2000,2376.0,70,0,N
CLM1472,43,F,1,62,106436.0,1,0,Own,97892,2023-05-11,Thursday,Local,4,0,90,Broker,1,6,Compact,56660.0,Red,36450.0,7354.0,1500,688.0,68,7,N
CLM1473,70,F,1,26,100171.0,0,0,Own,30836,2022-09-13,Tuesday,Parking Lot,0,1,91,Phone,1,8,Compact,15763.0,Silver,4908.0,2731.0,1500,783.0,56,2,Y
CLM1474,75,F,1,79,92778.0,0,0,Rent,52025,2023-02-26,Sunday,Highway,3,1,52,Phone,1,0,Compact,33742.0,Silver,12831.0,5308.0,1500,1267.0,51,9,Y
CLM1475,32,M,0,39,38830.0,1,0,Rent,65044,2022-08-09,Tuesday,Parking Lot,2,0,53,Phone,1,2,Large,76051.0,Blue,42973.0,25417.0,2000,1347.0,36,8,N
CLM1476,53,M,0,68,135260.0,0,1,Rent,52292,2023-10-20,Friday,Highway,2,1,34,Broker,1,13,Large,13417.0,Blue,35765.0,10617.0,1500,928.0,50,11,Y
CLM1477,18,M,0,40,88447.0,0,1,Own,67104,2023-01-03,Tuesday,Parking Lot,2,1,90,Phone,0,7,Large,33333.0,Black,22673.0,9908.0,1500,1060.0,62,5,N
CLM1478,21,F,0,50,132698.0,0,1,Rent,10835,2022-07-18,Monday,Local,1,0,48,Broker,0,7,Compact,74351.0,Blue,3429.0,408.0,500,1426.0,40,2,N
CLM1479,72,M,0,89,106704.0,1,1,Rent,41099,2023-04-19,Wednesday,Parking Lot,0,1,76,Broker,0,14,Medium,45387.0,Silver,16823.0,5678.0,1500,1206.0,86,0,N
CLM1480,66,F,1,77,37718.0,1,0,Own,97508,2023-12-09,Saturday,Parking Lot,3,1,30,Broker,1,9,Compact,8317.0,Silver,45980.0,6028.0,500,2698.0,28,4,N
CLM1481,34,M,1,38,57196.0,0,1,Own,75938,2023-02-18,Saturday,Highway,4,1,17,Online,1,13,Medium,58309.0,Silver,28043.0,6980.0,2000,518.0,44,6,Y
CLM1482,51,F,1,67,59236.0,1,0,Own,14150,2022-02-11,Friday,Local,0,0,76,Broker,1,6,Large,49921.0,Red,14833.0,6746.0,1000,1967.0,51,4,Y
CLM1483,47,F,0,86,106064.0,0,0,Own,11168,2022-03-10,Thursday,Parking Lot,1,0,56,Broker,1,13,Medium,40294.0,Red,44827.0,18062.0,1000,2201.0,43,2,N
CLM1484,50,M,0,14,99693.0,1,1,Rent,47879,2023-09-01,Friday,Parking Lot,5,0,92,Phone,1,10,Medium,60390.0,Red,17645.0,9782.0,2000,1594.0,58,10,N
CLM1485,73,F,0,88,23443.0,0,1,Own,31395,2023-05-01,Monday,Parking Lot,5,1,24,Online,0,11,Medium,76260.0,Blue,29690.0,8980.0,1500,1716.0,3,9,N
CLM1486,57,F,1,68,111288.0,0,0,Rent,88462,2022-08-25,Thursday,Parking Lot,5,1,54,Broker,1,3,Medium,32307.0,White,31828.0,17022.0,1000,1707.0,55,6,N
CLM1487,83,F,1,20,42738.0,0,0,Own,84231,2022-04-28,Thursday,Local,1,0,41,Online,1,10,Medium,20123.0,White,36144.0,3870.0,1500,757.0,63,13,N
CLM1488,34,M,1,70,147398.0,1,1,Rent,97505,2023-01-08,Sunday,Local,5,1,70,Phone,1,0,Compact,76206.0,White,25099.0,3726.0,1500,2521.0,25,4,Y
CLM1489,46,F,0,74,136931.0,1,0,Own,61012,2022-05-26,Thursday,Parking Lot,1,1,56,Online,0,2,Large,63123.0,Red,47289.0,13500.0,500,843.0,75,2,Y
CLM1490,18,M,0,80,78655.0,1,1,Own,69643,2022-09-22,Thursday,Parking Lot,3,1,23,Phone,1,11,Compact,39812.0,White,37160.0,7199.0,1000,2656.0,1,9,N
CLM1491,76,M,1,97,74205.0,1,0,Rent,78475,2022-05-26,Thursday,Parking Lot,5,0,31,Phone,0,10,Medium,76387.0,White,17378.0,2949.0,1500,1488.0,82,11,Y
CLM1492,51,M,0,72,41411.0,0,1,Rent,60577,2023-05-23,Tuesday,Local,5,0,58,Online,1,14,Medium,40208.0,Black,44002.0,20200.0,1000,1778.0,51,2,N
CLM1493,31,F,0,93,145085.0,1,0,Own,84755,2022-06-16,Thursday,Highway,3,1,63,Phone,1,8,Large,24867.0,Red,19625.0,7124.0,1000,1673.0,31,6,N
CLM1494,55,F,1,56,56931.0,1,1,Own,34014,2022-03-29,Tuesday,Parking Lot,0,1,0,Broker,1,6,Large,10470.0,Red,31859.0,18295.0,1500,2143.0,50,9,N
CLM1495,29,M,0,19,51169.0,1,1,Rent,55641,2023-04-08,Saturday,Local,5,1,16,Phone,0,3,Large,38085.0,Blue,32528.0,14897.0,2000,2542.0,34,5,N
CLM1496,62,F,0,59,56018.0,0,1,Own,18061,2023-02-22,Wednesday,Local,3,0,14,Online,0,13,Compact,25805.0,White,8857.0,2734.0,2000,1939.0,67,2,Y
CLM1497,68,M,0,68,102428.0,1,1,Own,68031,2023-10-19,Thursday,Parking Lot,4,1,65,Phone,0,3,Compact,11743.0,White,38939.0,8051.0,500,824.0,96,9,Y
CLM1498,38,M,0,25,89093.0,0,0,Own,79123,2022-06-01,Wednesday,Parking Lot,2,0,98,Phone,0,2,Compact,63535.0,Black,34455.0,8904.0,1500,2002.0,56,11,Y
CLM1499,63,F,1,79,119468.0,0,1,Rent,73749,2023-02-24,Friday,Local,0,1,98,Phone,0,0,Compact,8832.0,Silver,33332.0,10152.0,500,1319.0,92,10,N
CLM1500,39,F,1,56,143714.0,1,0,Rent,18418,2023-03-20,Monday,Local,1,0,11,Phone,0,7,Large,68044.0,Black,15419.0,8108.0,2000,1536.0,41,8,N
CLM1501,29,M,1,14,144023.0,0,0,Rent,80601,2022-12-19,Monday,Highway,0,0,39,Phone,1,5,Compact,8407.0,White,34407.0,8165.0,500,758.0,5,9,N
CLM1502,73,M,1,11,56713.0,1,0,Rent,64387,2022-06-11,Saturday,Highway,2,0,71,Broker,1,14,Large,45522.0,Black,16596.0,5742.0,1500,1589.0,70,8,Y
CLM1503,37,F,0,58,88321.0,1,1,Rent,97985,2023-04-09,Sunday,Local,0,0,11,Online,0,6,Compact,55726.0,Red,49784.0,16306.0,2000,2873.0,23,10,N
CLM1504,55,M,1,3,122399.0,1,1,Rent,24549,2023-08-24,Thursday,Highway,3,0,92,Phone,1,7,Compact,29624.0,Red,39176.0,12896.0,1500,2680.0,18,5,Y
